token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
424,you,Pronoun,Function,NA,NA,0,0,0,0,0,s16-1,6.5537665,6.5959375,6.5537665,6.5959375,6.5537665,6.5959375,ih,6.5537665,6.5537665,NA,0.042171,0.042171,0.042171,0,23.71297811,23.71297811,23.71297811,23.71297811,0,0,53.84657626,185.8070951,184.1159249,1.691170275,185.8070951,184.1159249,1.691170275,185.8070951,184.1159249,1.691170275,5.224709013,5.224709013,5.224709013,-0.827956047,-0.827956047,-0.62842185,-1.00278033,0.688932169,1.589158461,0.688932169,1.589158461,14.16328,4.204,5.684583,2.271162,2.271574242,7.937960882,2.271574242,7.937960882,-3.369000951,-2.502940345,-6.055131,-3.630713,-4.270998,0,0,0,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.43700949,90.31730186,-0.1197076318,-4.127849373,6.59528125,6.56628125,none,-0.6098523772
425,go,Verb2,Content,NA,NA,0,0,0,0,0,s16-1,6.5959375,6.7239375,6.5959375,6.7239375,6.6659375,6.7239375,ow,6.5959375,6.7959375,go to,0.128,0.128,0.07,0.2,15.625,7.8125,15.625,7.8125,20,10,63.60977623,194.7724275,182.9125163,11.85991122,194.7724275,182.9125163,11.85991122,193.3656598,182.9125163,10.45314347,5.271831839,5.271831839,5.264583007,-0.269436227,-0.269436227,0.00933975,1.461001166,-0.948815227,-0.443289853,-0.67071616,-0.421877813,14.16328,4.204,5.684583,2.271162,0.347697431,0.936928762,0.347697431,0.936928762,1.388372978,1.900092111,-8.410723,-5.879713,-5.986024,0,0,0,0.0625,0,0.0625,0,0,0,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.02429943,90.15718539,-0.8671140398,-15.21252701,6.72328125,6.66628125,none,0.07706113541
426,to,Preposition,Function,NA,NA,0,0,0,0,0,s16-1,6.7239375,6.7959375,6.7239375,6.7959375,6.7529375,6.7959375,ih,6.7239375,6.7239375,NA,0.072,0.072,0.029,0,27.77777778,13.88888889,27.77777778,13.88888889,0,0,56.56971765,184.135959,180.0594691,4.076489915,184.135959,180.0594691,4.076489915,184.135959,180.0594691,4.076489915,5.215674393,5.215674393,5.215674393,-0.921044963,-0.921044963,-0.898717531,-0.536524681,1.139105078,0.395370544,1.206638324,0.404488654,14.16328,4.204,5.684583,2.271162,3.23846284,3.612382511,3.23846284,3.612382511,-3.369000951,-2.502940345,-4.485039,-3.78428,-3.840624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.230933,90.12290114,-0.1080318524,-3.086624355,6.79528125,6.76028125,none,-0.8605640378
427,someone's,Determiner,Function,NA,NA,0,0,0,0,0,s16-1,6.7959375,7.1859375,6.7959375,7.0159375,6.9059375,6.9459375,ah,6.7959375,7.1859375,someone's,0.39,0.22,0.11,0.39,17.94871795,5.128205128,13.63636364,4.545454545,17.94871795,5.128205128,59.98287984,210.1645444,179.9024296,30.26211484,210.1645444,179.9024296,30.26211484,210.1645444,194.8822239,15.28232051,5.347890769,5.347890769,5.347890769,-0.052356317,-0.052356317,-0.039634903,-0.212399726,0.229206168,-0.33314676,-0.202921425,-0.430078634,14.16328,4.204,5.684583,2.271162,0.90043719,-0.244974983,-0.125336909,-0.501561956,0.90043719,-0.244974983,-21.081944,-14.191357,-9.770213,0,0.1875,0.0625,0.1875,0,0.0625,0,0.21875,0.03125,0.1875,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,91.94881704,91.21898195,-0.7298350917,-20.27319699,6.94528125,6.90928125,none,-0.248316679
428,house,Noun,Content,L+H*,H-,1,1,0,1,2,s16-1,7.1859375,7.7159375,7.1859375,7.7159375,7.2559375,7.5359375,aw,7.1859375,7.7159375,house,0.53,0.53,0.07,0.53,5.660377358,1.886792453,5.660377358,1.886792453,5.660377358,1.886792453,58.66986526,226.4607804,184.338648,42.12213245,226.4607804,184.338648,42.12213245,226.4607804,184.338648,42.12213245,5.422571775,5.422571775,5.422571775,0.365695461,0.365695461,0.438936429,-0.333932408,-1.375981937,-1.077299409,-1.257873992,-1.038603103,14.16328,4.204,5.684583,2.271162,-2.022574368,-1.672179504,-2.022574368,-1.672179504,-2.022574368,-1.672179504,-9.416075,-7.397891,-7.205264,0.9375,0.5,0.8125,0.375,0.8125,0.0625,0.90625,0.46875,0.8125,0.46875,0.8125,0.15625,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,93.84167584,90.37145661,3.470219231,15.22025979,7.27528125,7.50328125,none,0.4661070653
429,just,Discourse,Function,NA,NA,0,0,0,0,0,s16-1,8.3169375,8.5379375,8.3169375,8.5379375,8.3979375,8.4539375,ih,8.3169375,8.3169375,NA,0.221,0.221,0.081,0,13.57466063,4.524886878,13.57466063,4.524886878,0,0,64.6853091,247.739763,179.154022,68.58574108,247.739763,179.154022,68.58574108,247.739763,246.3722085,1.36755453,5.512378853,5.512378853,5.512378853,1.565844097,1.552872563,1.605402496,1.696334767,0.182353496,-0.051741946,0.27488309,-0.059587529,14.16328,4.204,5.684583,2.271162,-0.140014121,-0.510617967,-0.140014121,-0.510617967,-3.369000951,-2.502940345,-7.903588,-4.923409,-4.779781,0,0.0625,0,0.125,0,0.3125,0,0.03125,0,0.0625,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.26169611,95.17147966,0.09021644768,18.04328954,8.44728125,8.45228125,none,1.455012683
430,the,Determiner,Function,NA,NA,0,0,0,0,0,s16-1,8.5379375,8.6439015,8.5379375,8.6439015,8.6079375,8.6439015,ah,8.5379375,8.5379375,NA,0.105964,0.105964,0.07,0,18.87433468,9.43716734,18.87433468,9.43716734,0,0,58.5305956,224.3317807,203.443596,20.88818466,224.3317807,203.443596,20.88818466,216.1122355,203.443596,12.66863953,5.41312612,5.41312612,5.375797882,-0.226064764,-0.179639325,-0.596459434,-0.296056172,0.635405997,0.096784784,0.60530901,0.083493625,14.16328,4.204,5.684583,2.271162,1.120612436,1.652275064,1.120612436,1.652275064,-3.369000951,-2.502940345,-3.967024,-3.483427,-3.504912,0,0.0625,0,0.0625,0,0.125,0,0.03125,0,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4454052,92.04625855,-1.399146656,-39.97561874,8.64328125,8.60828125,none,-0.3722810802
431,normal,Adjective,Content,L+H*,NA,1,0,1,0,1,s16-1,8.6439015,9.470029943,8.6439015,8.9679375,8.8279375,8.9179375,ao,8.6439015,9.470029943,normal,0.826128443,0.324036,0.184036,0.826128443,6.052327625,2.42093105,9.258230567,3.086076856,6.052327625,2.42093105,60.34534529,214.9274645,189.4938025,25.43366198,212.8244596,193.7083487,19.11611089,210.1597406,197.2127393,12.94700135,5.370300597,5.360467693,5.347867911,-0.822159706,-0.867138072,-0.845322592,0.018470498,-1.489503296,-0.775182234,-1.350916826,-0.72516669,14.16328,4.204,5.684583,2.271162,-1.929341669,-1.436996546,-1.166757715,-1.144130689,-1.929341669,-1.436996546,-10.083408,-9.809331,-8.853923,0.9375,0.5,0.8125,0.5625,1,0.5625,0.90625,0.375,0.84375,0.375,0.875,0.34375,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,92.58133461,91.47603554,1.105299071,12.41909069,8.82828125,8.91728125,none,-1.043126958
432,i,Pronoun,Function,NA,NA,0,0,0,0,0,s16-1,9.7329375,9.7739375,9.7329375,9.7739375,9.7329375,9.7739375,ah,9.7329375,9.7329375,NA,0.041,0.041,0.041,0,24.3902439,24.3902439,24.3902439,24.3902439,0,0,55.43020816,222.9192878,217.9809917,4.938296056,222.9192878,217.9809917,4.938296056,222.9192878,217.9809917,4.938296056,5.406809768,5.406809768,5.406809768,-0.615474736,-0.592333958,-0.491834073,-1.045938795,0.969008432,1.70097494,1.062120424,1.714088292,14.16328,4.204,5.684583,2.271162,2.432674572,8.236163207,2.432674572,8.236163207,-3.369000951,-2.502940345,-8.006545,-3.246163,-3.627101,0,0.0625,0,0,0,0.0625,0,0.03125,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.90143752,93.18253643,0.7189010822,37.83689906,9.75428125,9.77328125,none,-0.4145970945
433,can't,Contraction2,Function,NA,NA,0,0,0,0,0,s16-1,9.7739375,9.9539375,9.7739375,9.9539375,9.8639375,9.9039375,eh,9.7739375,9.7739375,NA,0.18,0.18,0.09,0,22.22222222,5.555555556,22.22222222,5.555555556,0,0,62.40707132,299.8381369,222.9192878,76.91884913,299.8381369,222.9192878,76.91884913,297.4318037,273.469784,23.96201966,5.703242785,5.703242785,5.695184967,1.290246844,1.278017814,1.238877671,0.091034691,0.753302632,-0.635997835,0.791795908,-0.662953452,14.16328,4.204,5.684583,2.271162,1.916970081,-0.056811203,1.916970081,-0.056811203,-3.369000951,-2.502940345,-15.816847,-14.191357,-6.273706,0,0.25,0,0.0625,0,0.25,0,0.21875,0,0.09375,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,97.27553991,95.91007856,-1.365461349,-39.01318141,9.90128125,9.86628125,none,0.9449797601
434,tell,Verb,Content,NA,NA,0,0,0,0,0,s16-1,9.9539375,10.0819375,9.9539375,10.0819375,10.0039375,10.0819375,eh,9.9539375,10.1449375,tell you,0.128,0.128,0.05,0.191,15.625,7.8125,15.625,7.8125,15.70680628,10.47120419,70.85336183,263.8430054,65.27652325,198.5664821,263.8430054,65.27652325,198.5664821,263.8430054,77.56966487,186.2733405,5.57535425,5.57535425,5.57535425,0.17615682,0.17615682,0.196149924,1.604011,-0.481233996,-0.720407116,-0.481233996,-0.720407116,14.16328,4.204,5.684583,2.271162,0.347697431,0.936928762,0.347697431,0.936928762,0.367156585,2.107564845,-9.609413,-7.7911,-7.467628,0,0.1875,0,0,0,0.1875,0,0.21875,0,0.0625,0,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,96.54022839,95.91007856,0.6301498223,27.39781836,10.05828125,10.08128125,none,0.4431681588
435,you,Pronoun,Function,NA,NA,0,0,0,0,0,s16-1,10.0819375,10.1449375,10.0819375,10.1449375,10.0819375,10.1449375,y,10.0819375,10.0819375,NA,0.063,0.063,0.063,0,15.87301587,15.87301587,15.87301587,15.87301587,0,0,60.43624015,264.3984176,249.468871,14.92954664,264.3984176,249.468871,14.92954664,264.3984176,249.468871,14.92954664,5.577457123,5.577457123,5.577457123,0.280679095,0.280679095,0.317556908,-0.189035374,-0.456647585,1.156636591,-0.476839724,0.79715316,14.16328,4.204,5.684583,2.271162,0.406692643,4.486000062,0.406692643,4.486000062,-3.369000951,-2.502940345,-6.055131,-3.630713,-4.270998,0,0.125,0,0.0625,0,0.0625,0,0.09375,0,0.0625,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.54022839,95.57155908,-0.9686693084,-15.62369852,10.14428125,10.08228125,none,0.4586941141
436,how,Determiner,Function,NA,NA,0,0,0,0,0,s16-1,10.1449375,10.2269375,10.1449375,10.2269375,10.1449375,10.2269375,aw,10.1449375,10.2269375,how,0.082,0.082,0.082,0.082,12.19512195,12.19512195,12.19512195,12.19512195,12.19512195,12.19512195,58.5116301,249.468871,202.4617379,47.00713304,249.468871,202.4617379,47.00713304,249.468871,202.4617379,47.00713304,5.519334142,5.519334142,5.519334142,0.334405007,0.334405007,0.445146779,-0.466917814,-0.791362279,0.330057551,-0.665986096,0.143118361,14.16328,4.204,5.684583,2.271162,-0.46816319,2.866611431,-0.46816319,2.866611431,-0.46816319,2.866611431,-7.968044,-6.211676,-6.214865,0,0,0,0.0625,0,0.1875,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,95.55307053,91.91738754,-3.635682995,-44.88497524,10.22628125,10.14528125,none,0.4573184645
437,many,Determiner,Function,NA,NA,0,0,0,0,0,s16-1,10.2269375,10.3749375,10.2269375,10.2839375,10.2539375,10.2839375,ih,10.2269375,10.3749375,many,0.148,0.057,0.027,0.148,27.02702703,13.51351351,35.0877193,17.54385965,27.02702703,13.51351351,55.46059864,202.4617379,176.10476,26.35697789,202.4617379,184.3174481,18.14428978,194.3128304,184.3174481,9.995382232,5.31055092,5.31055092,5.269469388,-0.72492964,-0.72492964,-0.774687028,-1.60295026,1.702713105,0.639943741,1.752539396,1.061546361,14.16328,4.204,5.684583,2.271162,3.059882737,3.447103515,4.9772691,5.221678,3.059882737,3.447103515,-8.23596,-7.192848,-7.131156,0,0,0,0,0,0.0625,0,0,0,0.09375,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,91.22373716,90.33996761,-0.8837695505,-30.47481209,10.28328125,10.25428125,none,-0.7371817497
438,kids,Noun,Content,*,NA,1,0,1,0,1,s16-1,10.3749375,10.6702015,10.3749375,10.6702015,10.5139375,10.5539375,ih,10.3749375,10.8639375,kids i've,0.295264,0.295264,0.139,0.489,13.54719844,3.38679961,13.54719844,3.38679961,12.26993865,4.08997955,60.81313318,226.6048853,176.1135856,50.49129972,226.6048853,176.1135856,50.49129972,207.6760047,185.8591453,21.81685941,5.423207908,5.423207908,5.335979196,0.417261562,0.417261562,-0.126506467,1.238477315,-0.329178208,-0.876257431,-0.374494089,-0.812970571,14.16328,4.204,5.684583,2.271162,-0.146546518,-1.011721484,-0.146546518,-1.011721484,-0.450366639,-0.702109075,-10.225826,-6.881476,-6.320226,0,0.0625,0,0.1875,0,0.0625,0,0.03125,0,0.1875,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.08574848,90.41951724,-1.666231237,-42.72387787,10.55328125,10.51428125,none,-0.1813154268
